Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Quarter,Month,Year,Division,Forecast_Revenue,Pipeline_Stage,Probability_%,Renewal_Probability,Variance,Growth_Rate_%,Scenario,Forecast_Status
403,US-2023-147298,2023-08-09,05-03-2023,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,0.2,23.028,2.9128329297820823,November,2023.0,Technology Licensing,261.14,Lead,90,64,-30.86,-23.84,Worst Case,Below Forecast
404,US-2023-116785,2023-08-09,4/30/2023,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0.0,6.206,2.9128329297820823,November,2023.0,Technology Licensing,24.21,Proposal,60,64,-2.81,-90.71,Worst Case,Below Forecast
405,US-2023-147298,2023-08-09,05-03-2023,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,5.715,2.9128329297820823,November,2023.0,Managed Services,17.71,Negotiation,40,67,0.58,-14.54,Worst Case,Above Forecast
406,US-2023-116785,2023-08-09,4/30/2023,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6,2,0.0,5.796,2.9128329297820823,November,2023.0,Technology Licensing,14.83,Negotiation,90,68,-2.23,-31.1,Worst Case,Below Forecast
407,US-2023-118976,2023-08-09,05-03-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,2,0.0,1.4952,2.9128329297820823,November,2023.0,Professional Services,5.76,Lead,60,91,-0.42,-57.62,Expected Case,Below Forecast
408,US-2023-118976,2023-08-09,05-03-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0.0,9.387,2.9128329297820823,November,2023.0,Managed Services,21.15,Negotiation,40,73,-0.29,290.64,Worst Case,Below Forecast
409,US-2023-118976,2023-08-09,05-03-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0.0,1.512,2.9128329297820823,November,2023.0,Technology Licensing,3.31,Proposal,40,72,-0.16,-84.9,Best Case,Below Forecast
410,US-2023-140228,2023-08-09,05-03-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,6.912,3,0.2,2.5056,2.9128329297820823,November,2023.0,Managed Services,7.48,Lead,40,77,-0.57,119.43,Worst Case,Below Forecast
411,US-2023-118976,2023-08-09,05-03-2023,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,0.0,129.3786,2.9128329297820823,November,2023.0,Professional Services,531.43,Closed Won,60,63,-33.82,7099.22,Worst Case,Below Forecast
412,US-2023-140228,2023-08-09,05-03-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",177.568,2,0.2,-37.7332,2.9128329297820823,November,2023.0,Managed Services,185.72,Proposal,40,81,-8.15,-64.32,Expected Case,Below Forecast
413,US-2023-140228,2023-08-09,05-03-2023,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,27.096,3,0.2,2.0322,2.9128329297820823,November,2023.0,Managed Services,28.49,Proposal,40,79,-1.39,-84.74,Best Case,Below Forecast
414,US-2023-132983,2023-08-09,05-03-2023,Standard Class,DS-13180,David Smith,Corporate,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0.0,57.5928,2.9128329297820823,November,2023.0,Managed Services,152.45,Negotiation,90,74,7.53,490.42,Best Case,Above Forecast
415,US-2023-131387,2023-08-09,4/30/2023,First Class,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997,2.9128329297820823,November,2023.0,Managed Services,1921.57,Proposal,90,66,-241.61,950.11,Expected Case,Below Forecast
416,US-2023-107811,2023-08-09,05-03-2023,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,561.584,2,0.2,70.198,2.9128329297820823,November,2023.0,Professional Services,596.7,Proposal,90,72,-35.12,-66.57,Expected Case,Below Forecast
417,US-2023-142727,2023-08-09,05-01-2023,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99,2.9128329297820823,November,2023.0,Managed Services,48.81,Closed Won,90,93,3.15,-90.75,Best Case,Above Forecast
418,US-2023-134061,2023-08-09,05-04-2023,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0.0,5.9364,2.9128329297820823,November,2023.0,Managed Services,19.73,Negotiation,40,89,-2.27,-66.4,Best Case,Below Forecast
419,US-2023-142727,2023-08-09,05-01-2023,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.6112,2.9128329297820823,November,2023.0,Technology Licensing,21.16,Proposal,60,64,-3.22,2.75,Worst Case,Below Forecast
420,US-2023-107811,2023-08-09,05-03-2023,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.2,-1.249,2.9128329297820823,November,2023.0,Managed Services,118.32,Negotiation,40,60,-18.4,456.97,Expected Case,Below Forecast
421,US-2023-118304,2023-08-09,05-04-2023,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,19.98,2,0.0,5.1948,2.9128329297820823,November,2023.0,Technology Licensing,20.19,Proposal,75,90,-0.21,-80.0,Best Case,Below Forecast
422,US-2023-160094,2023-08-09,05-02-2023,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0.0,45.487,2.9128329297820823,November,2023.0,Professional Services,164.57,Closed Won,60,79,10.38,775.63,Best Case,Above Forecast
423,US-2023-160094,2023-08-09,05-02-2023,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,826.0,5,0.0,214.76,2.9128329297820823,November,2023.0,Professional Services,871.86,Negotiation,75,78,-45.86,372.13,Expected Case,Below Forecast
424,US-2023-156006,2023-08-09,05-02-2023,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0.0,16.2486,2.9128329297820823,November,2023.0,Professional Services,44.63,Negotiation,40,88,3.16,-94.21,Expected Case,Above Forecast
425,US-2023-115056,2023-02-05,05-02-2023,Same Day,AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26.136,3,0.2,1.9602,2.0,May,2023.0,Professional Services,30.85,Closed Won,60,69,-4.71,-45.31,Best Case,Below Forecast
426,US-2023-124618,2023-02-05,05-04-2023,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,89.997,2.0,May,2023.0,Technology Licensing,458.42,Lead,60,88,21.56,1736.49,Expected Case,Above Forecast
427,US-2023-135755,2023-03-05,05-10-2023,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2.0,May,2023.0,Managed Services,10.63,Proposal,90,90,0.27,-97.73,Best Case,Above Forecast
428,US-2023-135755,2023-03-05,05-10-2023,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638,2.0,May,2023.0,Professional Services,41.06,Proposal,40,70,-0.88,268.72,Best Case,Below Forecast
429,US-2023-130274,2023-03-05,05-05-2023,First Class,JS-15940,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7,0.0,10.3488,2.0,May,2023.0,Managed Services,21.88,Lead,75,82,-0.32,-46.34,Worst Case,Below Forecast
430,US-2023-155271,2023-04-05,05-04-2023,Same Day,AA-10480,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,2.0,May,2023.0,Technology Licensing,31.26,Negotiation,60,89,-3.8,27.37,Worst Case,Below Forecast
431,US-2023-148194,2023-04-05,05-07-2023,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12.18,7,0.0,3.8976,2.0,May,2023.0,Technology Licensing,12.63,Negotiation,60,84,-0.45,-55.64,Expected Case,Below Forecast
432,US-2023-148194,2023-04-05,05-07-2023,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,57.68,4,0.0,19.0344,2.0,May,2023.0,Technology Licensing,54.87,Closed Won,90,75,2.81,373.56,Expected Case,Above Forecast
433,US-2023-111899,2023-04-05,05-05-2023,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,37.84,2,0.2,2.838,2.0,May,2023.0,Professional Services,37.09,Closed Won,60,82,0.75,-34.4,Best Case,Above Forecast
434,US-2023-117709,2023-04-05,05-08-2023,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06,2.0,May,2023.0,Managed Services,49.27,Closed Won,90,92,-2.47,23.68,Worst Case,Below Forecast
435,US-2023-111899,2023-04-05,05-05-2023,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.472,6,0.2,1.8468,2.0,May,2023.0,Managed Services,5.17,Lead,60,87,0.3,-88.31,Expected Case,Above Forecast
436,US-2023-110219,2023-05-05,05-08-2023,First Class,EB-13870,Emily Burns,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,0.3,-9.1335,2.0,May,2023.0,Managed Services,138.55,Lead,60,86,-10.68,2236.79,Best Case,Below Forecast
437,US-2023-166457,2023-05-05,05-09-2023,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,2,0.0,1.9024,2.0,May,2023.0,Technology Licensing,7.02,Negotiation,40,65,-0.46,-94.87,Worst Case,Below Forecast
438,US-2023-111934,2023-05-05,05-07-2023,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0.0,5.346,2.0,May,2023.0,Professional Services,13.24,Closed Won,60,65,-1.36,81.1,Best Case,Below Forecast
439,US-2023-111934,2023-05-05,05-07-2023,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.44,1,0.0,16.6568,2.0,May,2023.0,Technology Licensing,41.87,Negotiation,90,84,-6.43,198.32,Worst Case,Below Forecast
440,US-2023-166457,2023-05-05,05-09-2023,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,24.56,2,0.0,11.5432,2.0,May,2023.0,Technology Licensing,28.83,Lead,90,72,-4.27,-30.7,Best Case,Below Forecast
441,US-2023-166457,2023-05-05,05-09-2023,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9.42,3,0.0,4.239,2.0,May,2023.0,Managed Services,11.15,Proposal,90,92,-1.73,-61.64,Worst Case,Below Forecast
442,US-2023-160738,2023-05-05,05-10-2023,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592,2.0,May,2023.0,Technology Licensing,44.05,Negotiation,75,92,1.2,380.34,Best Case,Above Forecast
443,US-2023-154879,2023-06-05,05-11-2023,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6,0.0,30.2232,2.0,May,2023.0,Managed Services,101.41,Lead,60,84,6.53,138.55,Best Case,Above Forecast
444,US-2023-121664,2023-06-05,05-10-2023,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,140.736,8,0.2,52.776,2.0,May,2023.0,Professional Services,139.42,Closed Won,40,73,1.32,30.38,Expected Case,Above Forecast
445,US-2023-154879,2023-06-05,05-11-2023,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,5.78,2,0.0,2.7166,2.0,May,2023.0,Managed Services,6.75,Proposal,40,68,-0.97,-95.89,Worst Case,Below Forecast
446,US-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,2.0,May,2023.0,Professional Services,1039.47,Proposal,75,77,-167.15,14992.04,Worst Case,Below Forecast
447,US-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.85,2.0,May,2023.0,Managed Services,224.9,Proposal,60,74,-30.65,-77.73,Expected Case,Below Forecast
448,US-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0.0,2.5056,2.0,May,2023.0,Technology Licensing,8.06,Closed Won,90,63,0.58,-95.55,Expected Case,Above Forecast
449,US-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,0.0,7.9086,2.0,May,2023.0,Technology Licensing,19.11,Proposal,75,93,-2.97,86.81,Best Case,Below Forecast
450,CA-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,2.0,May,2023.0,Professional Services,895.88,Lead,75,76,-23.56,5304.71,Worst Case,Below Forecast
451,CA-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,0.3,-38.85,2.0,May,2023.0,Professional Services,175.37,Negotiation,90,66,18.88,-77.73,Best Case,Above Forecast
452,CA-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0.0,2.5056,2.0,May,2023.0,Professional Services,8.92,Proposal,75,91,-0.28,-95.55,Best Case,Below Forecast
453,CA-2023-166086,2023-07-05,05-12-2023,Standard Class,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3,0.0,7.9086,2.0,May,2023.0,Managed Services,14.75,Proposal,75,82,1.39,86.81,Best Case,Above Forecast
454,US-2023-116666,2023-08-05,05-10-2023,First Class,KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1799.97,5,0.4,239.996,2.0,May,2023.0,Managed Services,1913.66,Lead,90,79,-113.69,11052.23,Expected Case,Below Forecast
455,US-2023-158771,2023-09-05,05-09-2023,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0.0,4.536,2.0,May,2023.0,Professional Services,9.46,Closed Won,60,61,-0.01,-99.47,Worst Case,Below Forecast
456,US-2023-158771,2023-09-05,05-09-2023,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,5,0.0,9.499,2.0,May,2023.0,Technology Licensing,21.52,Proposal,40,80,-0.87,118.52,Expected Case,Below Forecast
457,US-2023-158771,2023-09-05,05-09-2023,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,0.0,21.7728,2.0,May,2023.0,Managed Services,49.17,Lead,40,71,-3.81,119.66,Expected Case,Below Forecast
458,US-2023-158771,2023-09-05,05-09-2023,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,83.25,3,0.0,14.985,2.0,May,2023.0,Managed Services,96.62,Lead,90,86,-13.37,83.53,Worst Case,Below Forecast
459,US-2023-102071,2023-09-05,5/15/2023,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.3128,2.0,May,2023.0,Managed Services,184.53,Closed Won,90,69,-16.56,101.77,Worst Case,Below Forecast
460,US-2023-102071,2023-09-05,5/15/2023,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0.0,4.068,2.0,May,2023.0,Professional Services,69.85,Closed Won,60,67,-2.05,-59.64,Expected Case,Below Forecast
461,US-2023-114181,2023-10-05,5/14/2023,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,0.5,-216.9783,2.0,May,2023.0,Professional Services,401.0,Negotiation,75,80,-51.04,416.17,Expected Case,Below Forecast
462,US-2023-103310,2023-10-05,5/15/2023,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,256.784,1,0.2,32.098,2.0,May,2023.0,Professional Services,300.87,Proposal,60,81,-44.09,-26.63,Expected Case,Below Forecast
463,US-2023-114181,2023-10-05,5/14/2023,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,22.32,5,0.2,5.301,2.0,May,2023.0,Professional Services,20.89,Negotiation,75,72,1.43,-91.31,Worst Case,Above Forecast
464,US-2023-159709,2023-10-05,5/15/2023,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837,2.0,May,2023.0,Professional Services,167.55,Lead,75,71,-9.42,608.47,Worst Case,Below Forecast
465,US-2023-103310,2023-10-05,5/15/2023,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2,0.0,19.1808,2.0,May,2023.0,Technology Licensing,39.37,Proposal,60,76,0.59,-74.73,Best Case,Above Forecast
466,US-2023-103310,2023-10-05,5/15/2023,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6,0.0,11.0808,2.0,May,2023.0,Technology Licensing,37.52,Lead,90,68,3.52,2.7,Worst Case,Above Forecast
467,US-2023-103310,2023-10-05,5/15/2023,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,5,0.2,125.3,2.0,May,2023.0,Professional Services,1576.01,Lead,90,71,-144.01,3389.28,Expected Case,Below Forecast
468,US-2023-159709,2023-10-05,5/15/2023,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36,2.0,May,2023.0,Managed Services,50.53,Lead,60,68,-6.93,-96.96,Worst Case,Below Forecast
469,US-2023-152100,2023-11-05,5/16/2023,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,8,0.3,-69.312,2.0,May,2023.0,Professional Services,1150.94,Closed Won,75,89,62.02,2682.02,Worst Case,Above Forecast
470,US-2023-103849,2023-11-05,5/16/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928,2.0,May,2023.0,Technology Licensing,75.61,Closed Won,75,65,-9.5,-94.55,Worst Case,Below Forecast
471,US-2023-127523,2023-11-05,5/18/2023,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Watertown,New York,13601,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,3,0.0,9.6957,2.0,May,2023.0,Technology Licensing,41.51,Proposal,75,84,-5.6,-45.68,Expected Case,Below Forecast
472,US-2023-119172,2023-11-05,5/15/2023,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,104.58,9,0.8,-172.557,2.0,May,2023.0,Managed Services,122.81,Lead,75,87,-18.23,191.23,Best Case,Below Forecast
473,US-2023-119172,2023-11-05,5/15/2023,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,2.0,May,2023.0,Technology Licensing,17.12,Lead,60,69,0.35,-83.29,Best Case,Above Forecast
474,US-2023-139017,2023-11-05,5/17/2023,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154,2.0,May,2023.0,Professional Services,54.89,Proposal,40,87,-8.03,168.22,Expected Case,Below Forecast
475,US-2023-103849,2023-11-05,5/16/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264,2.0,May,2023.0,Managed Services,57.89,Negotiation,90,88,0.22,24.0,Expected Case,Above Forecast
476,US-2023-103849,2023-11-05,5/16/2023,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.2,6.2995,2.0,May,2023.0,Professional Services,107.41,Lead,90,95,-6.62,73.44,Best Case,Below Forecast
477,US-2023-127159,2023-12-05,5/15/2023,First Class,HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0.0,10.7849,2.0,May,2023.0,Professional Services,31.84,Closed Won,40,70,2.95,-65.48,Expected Case,Above Forecast
478,US-2023-155887,2023-12-05,5/17/2023,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,2.0,May,2023.0,Managed Services,639.27,Negotiation,75,80,60.79,1912.23,Worst Case,Above Forecast
479,US-2023-113768,2023-08-09,5/19/2023,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592,2.9128329297820823,November,2023.0,Professional Services,311.9,Negotiation,40,85,-32.44,-60.08,Worst Case,Below Forecast
